store_id_date,reserve_visitors,diff_day,air_store_id,visit_date
air_83db5aff8f50478e_2017-01-19,6,21,air_83db5aff8f50478e,2017-01-19
air_83db5aff8f50478e_2017-01-20,4,42,air_83db5aff8f50478e,2017-01-20
air_83db5aff8f50478e_2017-01-22,8,56,air_83db5aff8f50478e,2017-01-22
air_83db5aff8f50478e_2017-01-23,3,1,air_83db5aff8f50478e,2017-01-23
air_83db5aff8f50478e_2017-01-25,3,4,air_83db5aff8f50478e,2017-01-25
air_83db5aff8f50478e_2017-01-27,4,46,air_83db5aff8f50478e,2017-01-27
air_83db5aff8f50478e_2017-01-28,11,45,air_83db5aff8f50478e,2017-01-28
air_83db5aff8f50478e_2017-02-01,4,6,air_83db5aff8f50478e,2017-02-01
air_83db5aff8f50478e_2017-02-03,2,2,air_83db5aff8f50478e,2017-02-03
air_83db5aff8f50478e_2017-02-04,2,28,air_83db5aff8f50478e,2017-02-04
air_83db5aff8f50478e_2017-02-06,6,12,air_83db5aff8f50478e,2017-02-06
air_83db5aff8f50478e_2017-02-08,2,1,air_83db5aff8f50478e,2017-02-08
air_83db5aff8f50478e_2017-02-09,5,21,air_83db5aff8f50478e,2017-02-09
air_83db5aff8f50478e_2017-02-10,6,21,air_83db5aff8f50478e,2017-02-10
air_83db5aff8f50478e_2017-02-11,13,94,air_83db5aff8f50478e,2017-02-11
air_83db5aff8f50478e_2017-02-13,5,1,air_83db5aff8f50478e,2017-02-13
air_83db5aff8f50478e_2017-02-14,4,7,air_83db5aff8f50478e,2017-02-14
air_83db5aff8f50478e_2017-02-15,9,16,air_83db5aff8f50478e,2017-02-15
air_83db5aff8f50478e_2017-02-17,10,28,air_83db5aff8f50478e,2017-02-17
air_83db5aff8f50478e_2017-02-18,4,28,air_83db5aff8f50478e,2017-02-18
air_83db5aff8f50478e_2017-02-21,2,2,air_83db5aff8f50478e,2017-02-21
air_83db5aff8f50478e_2017-02-22,10,37,air_83db5aff8f50478e,2017-02-22
air_83db5aff8f50478e_2017-02-23,2,19,air_83db5aff8f50478e,2017-02-23
air_83db5aff8f50478e_2017-02-24,2,1,air_83db5aff8f50478e,2017-02-24
air_83db5aff8f50478e_2017-02-25,9,27,air_83db5aff8f50478e,2017-02-25
air_83db5aff8f50478e_2017-02-27,6,40,air_83db5aff8f50478e,2017-02-27
air_83db5aff8f50478e_2017-02-28,6,5,air_83db5aff8f50478e,2017-02-28
air_83db5aff8f50478e_2017-03-06,2,12,air_83db5aff8f50478e,2017-03-06
air_83db5aff8f50478e_2017-03-10,7,31,air_83db5aff8f50478e,2017-03-10
air_83db5aff8f50478e_2017-03-11,2,4,air_83db5aff8f50478e,2017-03-11
air_83db5aff8f50478e_2017-03-12,4,33,air_83db5aff8f50478e,2017-03-12
air_83db5aff8f50478e_2017-03-14,2,0,air_83db5aff8f50478e,2017-03-14
air_83db5aff8f50478e_2017-03-15,2,6,air_83db5aff8f50478e,2017-03-15
air_83db5aff8f50478e_2017-03-17,3,7,air_83db5aff8f50478e,2017-03-17
air_83db5aff8f50478e_2017-03-18,2,1,air_83db5aff8f50478e,2017-03-18
air_83db5aff8f50478e_2017-03-22,4,1,air_83db5aff8f50478e,2017-03-22
air_83db5aff8f50478e_2017-03-23,8,0,air_83db5aff8f50478e,2017-03-23
air_83db5aff8f50478e_2017-03-24,5,1,air_83db5aff8f50478e,2017-03-24
air_83db5aff8f50478e_2017-03-25,14,31,air_83db5aff8f50478e,2017-03-25
air_83db5aff8f50478e_2017-03-27,6,4,air_83db5aff8f50478e,2017-03-27
air_83db5aff8f50478e_2017-03-28,9,25,air_83db5aff8f50478e,2017-03-28
air_83db5aff8f50478e_2017-03-29,5,36,air_83db5aff8f50478e,2017-03-29
air_83db5aff8f50478e_2017-03-30,9,14,air_83db5aff8f50478e,2017-03-30
air_83db5aff8f50478e_2017-03-31,2,0,air_83db5aff8f50478e,2017-03-31
air_83db5aff8f50478e_2017-04-01,5,1,air_83db5aff8f50478e,2017-04-01
air_83db5aff8f50478e_2017-04-02,6,49,air_83db5aff8f50478e,2017-04-02
air_83db5aff8f50478e_2017-04-03,5,6,air_83db5aff8f50478e,2017-04-03
air_83db5aff8f50478e_2017-04-07,3,46,air_83db5aff8f50478e,2017-04-07
air_83db5aff8f50478e_2017-04-08,4,2,air_83db5aff8f50478e,2017-04-08
air_83db5aff8f50478e_2017-04-13,8,1,air_83db5aff8f50478e,2017-04-13
air_83db5aff8f50478e_2017-04-14,6,8,air_83db5aff8f50478e,2017-04-14
air_83db5aff8f50478e_2017-04-17,2,3,air_83db5aff8f50478e,2017-04-17
air_83db5aff8f50478e_2017-04-21,5,41,air_83db5aff8f50478e,2017-04-21
air_83db5aff8f50478e_2017-04-22,2,0,air_83db5aff8f50478e,2017-04-22
air_83db5aff8f50478e_2017-04-23,3,5,air_83db5aff8f50478e,2017-04-23
air_83db5aff8f50478e_2017-04-24,4,6,air_83db5aff8f50478e,2017-04-24
air_83db5aff8f50478e_2017-04-30,4,14,air_83db5aff8f50478e,2017-04-30
air_83db5aff8f50478e_2017-05-04,2,26,air_83db5aff8f50478e,2017-05-04
air_83db5aff8f50478e_2017-05-06,5,84,air_83db5aff8f50478e,2017-05-06
air_83db5aff8f50478e_2017-05-08,5,28,air_83db5aff8f50478e,2017-05-08
air_83db5aff8f50478e_2017-05-21,8,70,air_83db5aff8f50478e,2017-05-21
air_84f6876ff7e83ae7_2016-10-18,2,4,air_84f6876ff7e83ae7,2016-10-18
air_84f6876ff7e83ae7_2016-10-19,3,0,air_84f6876ff7e83ae7,2016-10-19
air_84f6876ff7e83ae7_2016-10-21,6,0,air_84f6876ff7e83ae7,2016-10-21
air_84f6876ff7e83ae7_2016-10-22,2,10,air_84f6876ff7e83ae7,2016-10-22
air_84f6876ff7e83ae7_2016-10-23,4,0,air_84f6876ff7e83ae7,2016-10-23
air_84f6876ff7e83ae7_2016-10-27,14,0,air_84f6876ff7e83ae7,2016-10-27
air_84f6876ff7e83ae7_2016-10-28,18,15,air_84f6876ff7e83ae7,2016-10-28
air_84f6876ff7e83ae7_2016-10-29,17,29,air_84f6876ff7e83ae7,2016-10-29
air_84f6876ff7e83ae7_2016-10-30,16,1,air_84f6876ff7e83ae7,2016-10-30
air_84f6876ff7e83ae7_2016-11-01,14,15,air_84f6876ff7e83ae7,2016-11-01
air_84f6876ff7e83ae7_2016-11-02,21,11,air_84f6876ff7e83ae7,2016-11-02
air_84f6876ff7e83ae7_2016-11-03,7,7,air_84f6876ff7e83ae7,2016-11-03
air_84f6876ff7e83ae7_2016-11-04,8,0,air_84f6876ff7e83ae7,2016-11-04
air_84f6876ff7e83ae7_2016-11-05,18,21,air_84f6876ff7e83ae7,2016-11-05
air_84f6876ff7e83ae7_2016-11-06,13,10,air_84f6876ff7e83ae7,2016-11-06
air_84f6876ff7e83ae7_2016-11-08,2,0,air_84f6876ff7e83ae7,2016-11-08
air_84f6876ff7e83ae7_2016-11-09,2,1,air_84f6876ff7e83ae7,2016-11-09
air_84f6876ff7e83ae7_2016-11-10,8,2,air_84f6876ff7e83ae7,2016-11-10
air_84f6876ff7e83ae7_2016-11-11,5,11,air_84f6876ff7e83ae7,2016-11-11
air_84f6876ff7e83ae7_2016-11-12,10,2,air_84f6876ff7e83ae7,2016-11-12
air_84f6876ff7e83ae7_2016-11-13,2,2,air_84f6876ff7e83ae7,2016-11-13
air_84f6876ff7e83ae7_2016-11-15,14,43,air_84f6876ff7e83ae7,2016-11-15
air_84f6876ff7e83ae7_2016-11-16,13,0,air_84f6876ff7e83ae7,2016-11-16
air_84f6876ff7e83ae7_2016-11-17,8,1,air_84f6876ff7e83ae7,2016-11-17
air_84f6876ff7e83ae7_2016-11-18,8,4,air_84f6876ff7e83ae7,2016-11-18
air_84f6876ff7e83ae7_2016-11-19,17,22,air_84f6876ff7e83ae7,2016-11-19
air_84f6876ff7e83ae7_2016-11-20,4,3,air_84f6876ff7e83ae7,2016-11-20
air_84f6876ff7e83ae7_2016-11-22,23,48,air_84f6876ff7e83ae7,2016-11-22
air_84f6876ff7e83ae7_2016-11-23,15,2,air_84f6876ff7e83ae7,2016-11-23
air_84f6876ff7e83ae7_2016-11-24,2,0,air_84f6876ff7e83ae7,2016-11-24
air_84f6876ff7e83ae7_2016-11-25,16,22,air_84f6876ff7e83ae7,2016-11-25
air_84f6876ff7e83ae7_2016-11-26,14,4,air_84f6876ff7e83ae7,2016-11-26
air_84f6876ff7e83ae7_2016-11-27,14,24,air_84f6876ff7e83ae7,2016-11-27
air_84f6876ff7e83ae7_2016-11-29,11,10,air_84f6876ff7e83ae7,2016-11-29
air_84f6876ff7e83ae7_2016-11-30,7,25,air_84f6876ff7e83ae7,2016-11-30
air_84f6876ff7e83ae7_2016-12-01,20,7,air_84f6876ff7e83ae7,2016-12-01
air_84f6876ff7e83ae7_2016-12-02,22,13,air_84f6876ff7e83ae7,2016-12-02
air_84f6876ff7e83ae7_2016-12-03,7,0,air_84f6876ff7e83ae7,2016-12-03
air_84f6876ff7e83ae7_2016-12-04,5,4,air_84f6876ff7e83ae7,2016-12-04
air_84f6876ff7e83ae7_2016-12-06,10,18,air_84f6876ff7e83ae7,2016-12-06
air_84f6876ff7e83ae7_2016-12-07,4,0,air_84f6876ff7e83ae7,2016-12-07
air_84f6876ff7e83ae7_2016-12-08,2,1,air_84f6876ff7e83ae7,2016-12-08
air_84f6876ff7e83ae7_2016-12-09,14,3,air_84f6876ff7e83ae7,2016-12-09
air_84f6876ff7e83ae7_2016-12-10,28,28,air_84f6876ff7e83ae7,2016-12-10
air_84f6876ff7e83ae7_2016-12-11,13,0,air_84f6876ff7e83ae7,2016-12-11
air_84f6876ff7e83ae7_2016-12-13,6,0,air_84f6876ff7e83ae7,2016-12-13
air_84f6876ff7e83ae7_2016-12-14,16,20,air_84f6876ff7e83ae7,2016-12-14
air_84f6876ff7e83ae7_2016-12-15,5,0,air_84f6876ff7e83ae7,2016-12-15
air_84f6876ff7e83ae7_2016-12-16,12,17,air_84f6876ff7e83ae7,2016-12-16
air_84f6876ff7e83ae7_2016-12-17,21,17,air_84f6876ff7e83ae7,2016-12-17
air_84f6876ff7e83ae7_2016-12-18,2,0,air_84f6876ff7e83ae7,2016-12-18
air_84f6876ff7e83ae7_2016-12-20,8,12,air_84f6876ff7e83ae7,2016-12-20
air_84f6876ff7e83ae7_2016-12-21,20,60,air_84f6876ff7e83ae7,2016-12-21
air_84f6876ff7e83ae7_2016-12-22,29,88,air_84f6876ff7e83ae7,2016-12-22
air_84f6876ff7e83ae7_2016-12-23,16,0,air_84f6876ff7e83ae7,2016-12-23
air_84f6876ff7e83ae7_2016-12-24,24,5,air_84f6876ff7e83ae7,2016-12-24
air_84f6876ff7e83ae7_2016-12-25,20,1,air_84f6876ff7e83ae7,2016-12-25
air_84f6876ff7e83ae7_2016-12-27,32,7,air_84f6876ff7e83ae7,2016-12-27
air_84f6876ff7e83ae7_2016-12-28,21,7,air_84f6876ff7e83ae7,2016-12-28
air_84f6876ff7e83ae7_2016-12-29,10,3,air_84f6876ff7e83ae7,2016-12-29
air_84f6876ff7e83ae7_2016-12-30,26,14,air_84f6876ff7e83ae7,2016-12-30
air_84f6876ff7e83ae7_2017-01-03,8,0,air_84f6876ff7e83ae7,2017-01-03
air_84f6876ff7e83ae7_2017-01-04,14,0,air_84f6876ff7e83ae7,2017-01-04
air_84f6876ff7e83ae7_2017-01-05,13,1,air_84f6876ff7e83ae7,2017-01-05
air_84f6876ff7e83ae7_2017-01-06,7,7,air_84f6876ff7e83ae7,2017-01-06
air_84f6876ff7e83ae7_2017-01-07,8,2,air_84f6876ff7e83ae7,2017-01-07
air_84f6876ff7e83ae7_2017-01-08,4,0,air_84f6876ff7e83ae7,2017-01-08
air_84f6876ff7e83ae7_2017-01-09,11,0,air_84f6876ff7e83ae7,2017-01-09
air_84f6876ff7e83ae7_2017-01-11,3,2,air_84f6876ff7e83ae7,2017-01-11
air_84f6876ff7e83ae7_2017-01-12,12,0,air_84f6876ff7e83ae7,2017-01-12
air_84f6876ff7e83ae7_2017-01-13,18,0,air_84f6876ff7e83ae7,2017-01-13
air_84f6876ff7e83ae7_2017-01-14,6,0,air_84f6876ff7e83ae7,2017-01-14
air_84f6876ff7e83ae7_2017-01-15,4,0,air_84f6876ff7e83ae7,2017-01-15
air_84f6876ff7e83ae7_2017-01-17,5,0,air_84f6876ff7e83ae7,2017-01-17
air_84f6876ff7e83ae7_2017-01-18,17,0,air_84f6876ff7e83ae7,2017-01-18
air_84f6876ff7e83ae7_2017-01-19,5,0,air_84f6876ff7e83ae7,2017-01-19
air_84f6876ff7e83ae7_2017-01-20,19,5,air_84f6876ff7e83ae7,2017-01-20
air_84f6876ff7e83ae7_2017-01-21,26,22,air_84f6876ff7e83ae7,2017-01-21
air_84f6876ff7e83ae7_2017-01-22,16,3,air_84f6876ff7e83ae7,2017-01-22
air_84f6876ff7e83ae7_2017-01-25,10,5,air_84f6876ff7e83ae7,2017-01-25
air_84f6876ff7e83ae7_2017-01-27,15,1,air_84f6876ff7e83ae7,2017-01-27
air_84f6876ff7e83ae7_2017-01-28,18,23,air_84f6876ff7e83ae7,2017-01-28
air_84f6876ff7e83ae7_2017-01-29,2,2,air_84f6876ff7e83ae7,2017-01-29
air_84f6876ff7e83ae7_2017-01-31,4,0,air_84f6876ff7e83ae7,2017-01-31
air_84f6876ff7e83ae7_2017-02-01,2,0,air_84f6876ff7e83ae7,2017-02-01
air_84f6876ff7e83ae7_2017-02-03,7,0,air_84f6876ff7e83ae7,2017-02-03
air_84f6876ff7e83ae7_2017-02-04,24,0,air_84f6876ff7e83ae7,2017-02-04
air_84f6876ff7e83ae7_2017-02-05,8,0,air_84f6876ff7e83ae7,2017-02-05
air_84f6876ff7e83ae7_2017-02-07,5,0,air_84f6876ff7e83ae7,2017-02-07
air_84f6876ff7e83ae7_2017-02-08,25,4,air_84f6876ff7e83ae7,2017-02-08
air_84f6876ff7e83ae7_2017-02-09,2,0,air_84f6876ff7e83ae7,2017-02-09
air_84f6876ff7e83ae7_2017-02-10,15,0,air_84f6876ff7e83ae7,2017-02-10
air_84f6876ff7e83ae7_2017-02-11,37,18,air_84f6876ff7e83ae7,2017-02-11
air_84f6876ff7e83ae7_2017-02-12,14,0,air_84f6876ff7e83ae7,2017-02-12
air_84f6876ff7e83ae7_2017-02-14,4,0,air_84f6876ff7e83ae7,2017-02-14
air_84f6876ff7e83ae7_2017-02-15,3,0,air_84f6876ff7e83ae7,2017-02-15
air_84f6876ff7e83ae7_2017-02-16,15,3,air_84f6876ff7e83ae7,2017-02-16
air_84f6876ff7e83ae7_2017-02-17,33,31,air_84f6876ff7e83ae7,2017-02-17
air_84f6876ff7e83ae7_2017-02-18,21,9,air_84f6876ff7e83ae7,2017-02-18
air_84f6876ff7e83ae7_2017-02-19,2,0,air_84f6876ff7e83ae7,2017-02-19
air_84f6876ff7e83ae7_2017-02-21,10,5,air_84f6876ff7e83ae7,2017-02-21
air_84f6876ff7e83ae7_2017-02-22,6,0,air_84f6876ff7e83ae7,2017-02-22
air_84f6876ff7e83ae7_2017-02-23,8,0,air_84f6876ff7e83ae7,2017-02-23
air_84f6876ff7e83ae7_2017-02-24,25,0,air_84f6876ff7e83ae7,2017-02-24
air_84f6876ff7e83ae7_2017-02-25,23,19,air_84f6876ff7e83ae7,2017-02-25
air_84f6876ff7e83ae7_2017-02-26,7,0,air_84f6876ff7e83ae7,2017-02-26
air_84f6876ff7e83ae7_2017-02-28,6,1,air_84f6876ff7e83ae7,2017-02-28
air_84f6876ff7e83ae7_2017-03-01,2,0,air_84f6876ff7e83ae7,2017-03-01
air_84f6876ff7e83ae7_2017-03-02,9,2,air_84f6876ff7e83ae7,2017-03-02
air_84f6876ff7e83ae7_2017-03-03,31,9,air_84f6876ff7e83ae7,2017-03-03
air_84f6876ff7e83ae7_2017-03-04,20,4,air_84f6876ff7e83ae7,2017-03-04
air_84f6876ff7e83ae7_2017-03-05,19,0,air_84f6876ff7e83ae7,2017-03-05
air_84f6876ff7e83ae7_2017-03-07,11,5,air_84f6876ff7e83ae7,2017-03-07
air_84f6876ff7e83ae7_2017-03-08,8,15,air_84f6876ff7e83ae7,2017-03-08
air_84f6876ff7e83ae7_2017-03-09,3,0,air_84f6876ff7e83ae7,2017-03-09
air_84f6876ff7e83ae7_2017-03-10,15,13,air_84f6876ff7e83ae7,2017-03-10
air_84f6876ff7e83ae7_2017-03-11,21,0,air_84f6876ff7e83ae7,2017-03-11
air_84f6876ff7e83ae7_2017-03-12,9,0,air_84f6876ff7e83ae7,2017-03-12
air_84f6876ff7e83ae7_2017-03-14,20,0,air_84f6876ff7e83ae7,2017-03-14
air_84f6876ff7e83ae7_2017-03-15,27,3,air_84f6876ff7e83ae7,2017-03-15
air_84f6876ff7e83ae7_2017-03-16,6,0,air_84f6876ff7e83ae7,2017-03-16
air_84f6876ff7e83ae7_2017-03-17,13,1,air_84f6876ff7e83ae7,2017-03-17
air_84f6876ff7e83ae7_2017-03-18,20,4,air_84f6876ff7e83ae7,2017-03-18
air_84f6876ff7e83ae7_2017-03-19,15,0,air_84f6876ff7e83ae7,2017-03-19
air_84f6876ff7e83ae7_2017-03-20,17,0,air_84f6876ff7e83ae7,2017-03-20
air_84f6876ff7e83ae7_2017-03-22,14,0,air_84f6876ff7e83ae7,2017-03-22
air_84f6876ff7e83ae7_2017-03-23,6,2,air_84f6876ff7e83ae7,2017-03-23
air_84f6876ff7e83ae7_2017-03-24,24,4,air_84f6876ff7e83ae7,2017-03-24
air_84f6876ff7e83ae7_2017-03-25,5,9,air_84f6876ff7e83ae7,2017-03-25
air_84f6876ff7e83ae7_2017-03-26,20,2,air_84f6876ff7e83ae7,2017-03-26
air_84f6876ff7e83ae7_2017-03-28,8,7,air_84f6876ff7e83ae7,2017-03-28
air_84f6876ff7e83ae7_2017-03-29,13,0,air_84f6876ff7e83ae7,2017-03-29
air_84f6876ff7e83ae7_2017-03-30,6,0,air_84f6876ff7e83ae7,2017-03-30
air_84f6876ff7e83ae7_2017-03-31,16,0,air_84f6876ff7e83ae7,2017-03-31
air_84f6876ff7e83ae7_2017-04-01,20,27,air_84f6876ff7e83ae7,2017-04-01
air_84f6876ff7e83ae7_2017-04-02,16,0,air_84f6876ff7e83ae7,2017-04-02
air_84f6876ff7e83ae7_2017-04-04,3,0,air_84f6876ff7e83ae7,2017-04-04
air_84f6876ff7e83ae7_2017-04-06,3,0,air_84f6876ff7e83ae7,2017-04-06
air_84f6876ff7e83ae7_2017-04-07,19,0,air_84f6876ff7e83ae7,2017-04-07
air_84f6876ff7e83ae7_2017-04-08,22,35,air_84f6876ff7e83ae7,2017-04-08
air_84f6876ff7e83ae7_2017-04-09,14,0,air_84f6876ff7e83ae7,2017-04-09
air_84f6876ff7e83ae7_2017-04-11,5,0,air_84f6876ff7e83ae7,2017-04-11
air_84f6876ff7e83ae7_2017-04-12,7,0,air_84f6876ff7e83ae7,2017-04-12
air_84f6876ff7e83ae7_2017-04-14,22,0,air_84f6876ff7e83ae7,2017-04-14
air_84f6876ff7e83ae7_2017-04-15,15,2,air_84f6876ff7e83ae7,2017-04-15
air_84f6876ff7e83ae7_2017-04-16,6,0,air_84f6876ff7e83ae7,2017-04-16
air_84f6876ff7e83ae7_2017-04-18,4,0,air_84f6876ff7e83ae7,2017-04-18
air_84f6876ff7e83ae7_2017-04-20,3,0,air_84f6876ff7e83ae7,2017-04-20
air_84f6876ff7e83ae7_2017-04-21,10,1,air_84f6876ff7e83ae7,2017-04-21
air_84f6876ff7e83ae7_2017-04-22,18,9,air_84f6876ff7e83ae7,2017-04-22
air_84f6876ff7e83ae7_2017-04-26,7,12,air_84f6876ff7e83ae7,2017-04-26
air_84f6876ff7e83ae7_2017-04-28,20,59,air_84f6876ff7e83ae7,2017-04-28
air_859feab8e3c9f98d_2016-11-06,2,2,air_859feab8e3c9f98d,2016-11-06
air_87467487d21891dd_2016-12-20,4,19,air_87467487d21891dd,2016-12-20
air_876d7a23c47811cb_2016-11-25,10,3,air_876d7a23c47811cb,2016-11-25
air_876d7a23c47811cb_2016-12-05,4,2,air_876d7a23c47811cb,2016-12-05
air_877f79706adbfb06_2016-01-01,3,0,air_877f79706adbfb06,2016-01-01
air_877f79706adbfb06_2016-01-02,4,2,air_877f79706adbfb06,2016-01-02
air_877f79706adbfb06_2016-01-08,7,7,air_877f79706adbfb06,2016-01-08
air_877f79706adbfb06_2016-01-09,8,6,air_877f79706adbfb06,2016-01-09
air_877f79706adbfb06_2016-01-12,6,7,air_877f79706adbfb06,2016-01-12
air_877f79706adbfb06_2016-01-13,8,17,air_877f79706adbfb06,2016-01-13
air_877f79706adbfb06_2016-01-14,8,4,air_877f79706adbfb06,2016-01-14
air_877f79706adbfb06_2016-01-15,19,24,air_877f79706adbfb06,2016-01-15
air_877f79706adbfb06_2016-01-16,8,23,air_877f79706adbfb06,2016-01-16
air_877f79706adbfb06_2016-01-18,21,16,air_877f79706adbfb06,2016-01-18
air_877f79706adbfb06_2016-01-19,11,9,air_877f79706adbfb06,2016-01-19
air_877f79706adbfb06_2016-01-20,12,9,air_877f79706adbfb06,2016-01-20
air_877f79706adbfb06_2016-01-21,9,18,air_877f79706adbfb06,2016-01-21
air_877f79706adbfb06_2016-01-22,8,11,air_877f79706adbfb06,2016-01-22
air_877f79706adbfb06_2016-01-25,16,28,air_877f79706adbfb06,2016-01-25
air_877f79706adbfb06_2016-01-26,8,24,air_877f79706adbfb06,2016-01-26
air_877f79706adbfb06_2016-01-27,6,4,air_877f79706adbfb06,2016-01-27
air_877f79706adbfb06_2016-01-28,10,22,air_877f79706adbfb06,2016-01-28
air_877f79706adbfb06_2016-01-29,8,21,air_877f79706adbfb06,2016-01-29
air_877f79706adbfb06_2016-01-30,15,90,air_877f79706adbfb06,2016-01-30
air_877f79706adbfb06_2016-02-01,6,21,air_877f79706adbfb06,2016-02-01
air_877f79706adbfb06_2016-02-02,8,24,air_877f79706adbfb06,2016-02-02
air_877f79706adbfb06_2016-02-03,7,21,air_877f79706adbfb06,2016-02-03
air_877f79706adbfb06_2016-02-04,17,55,air_877f79706adbfb06,2016-02-04
air_877f79706adbfb06_2016-02-05,14,29,air_877f79706adbfb06,2016-02-05
air_877f79706adbfb06_2016-02-06,7,13,air_877f79706adbfb06,2016-02-06
air_877f79706adbfb06_2016-02-08,12,53,air_877f79706adbfb06,2016-02-08
air_877f79706adbfb06_2016-02-09,11,38,air_877f79706adbfb06,2016-02-09
air_877f79706adbfb06_2016-02-10,12,10,air_877f79706adbfb06,2016-02-10
air_877f79706adbfb06_2016-02-12,12,4,air_877f79706adbfb06,2016-02-12
air_877f79706adbfb06_2016-02-15,9,49,air_877f79706adbfb06,2016-02-15
air_877f79706adbfb06_2016-02-16,6,19,air_877f79706adbfb06,2016-02-16
air_877f79706adbfb06_2016-02-17,6,66,air_877f79706adbfb06,2016-02-17
air_877f79706adbfb06_2016-02-18,2,3,air_877f79706adbfb06,2016-02-18
air_877f79706adbfb06_2016-02-19,14,56,air_877f79706adbfb06,2016-02-19
air_877f79706adbfb06_2016-02-20,4,0,air_877f79706adbfb06,2016-02-20
air_877f79706adbfb06_2016-02-22,2,48,air_877f79706adbfb06,2016-02-22
air_877f79706adbfb06_2016-02-23,13,42,air_877f79706adbfb06,2016-02-23
air_877f79706adbfb06_2016-02-24,8,31,air_877f79706adbfb06,2016-02-24
air_877f79706adbfb06_2016-02-25,8,32,air_877f79706adbfb06,2016-02-25
air_877f79706adbfb06_2016-02-26,13,30,air_877f79706adbfb06,2016-02-26
air_877f79706adbfb06_2016-02-27,15,60,air_877f79706adbfb06,2016-02-27
air_877f79706adbfb06_2016-02-29,11,25,air_877f79706adbfb06,2016-02-29
air_877f79706adbfb06_2016-03-01,2,0,air_877f79706adbfb06,2016-03-01
air_877f79706adbfb06_2016-03-02,7,13,air_877f79706adbfb06,2016-03-02
air_877f79706adbfb06_2016-03-03,12,70,air_877f79706adbfb06,2016-03-03
air_877f79706adbfb06_2016-03-04,13,14,air_877f79706adbfb06,2016-03-04
air_877f79706adbfb06_2016-03-05,2,0,air_877f79706adbfb06,2016-03-05
air_877f79706adbfb06_2016-03-07,11,14,air_877f79706adbfb06,2016-03-07
air_877f79706adbfb06_2016-03-08,7,20,air_877f79706adbfb06,2016-03-08
air_877f79706adbfb06_2016-03-09,14,28,air_877f79706adbfb06,2016-03-09
air_877f79706adbfb06_2016-03-10,14,30,air_877f79706adbfb06,2016-03-10
air_877f79706adbfb06_2016-03-11,14,33,air_877f79706adbfb06,2016-03-11
air_877f79706adbfb06_2016-03-12,8,24,air_877f79706adbfb06,2016-03-12
air_877f79706adbfb06_2016-03-14,12,18,air_877f79706adbfb06,2016-03-14
air_877f79706adbfb06_2016-03-15,4,6,air_877f79706adbfb06,2016-03-15
air_877f79706adbfb06_2016-03-16,8,5,air_877f79706adbfb06,2016-03-16
air_877f79706adbfb06_2016-03-17,10,21,air_877f79706adbfb06,2016-03-17
air_877f79706adbfb06_2016-03-18,11,14,air_877f79706adbfb06,2016-03-18
air_877f79706adbfb06_2016-03-19,11,7,air_877f79706adbfb06,2016-03-19
air_877f79706adbfb06_2016-03-22,10,33,air_877f79706adbfb06,2016-03-22
air_877f79706adbfb06_2016-03-23,16,53,air_877f79706adbfb06,2016-03-23
air_877f79706adbfb06_2016-03-24,16,18,air_877f79706adbfb06,2016-03-24
air_877f79706adbfb06_2016-03-25,11,24,air_877f79706adbfb06,2016-03-25
air_877f79706adbfb06_2016-03-26,6,0,air_877f79706adbfb06,2016-03-26
air_877f79706adbfb06_2016-03-28,14,9,air_877f79706adbfb06,2016-03-28
air_877f79706adbfb06_2016-03-29,5,25,air_877f79706adbfb06,2016-03-29
air_877f79706adbfb06_2016-03-30,5,0,air_877f79706adbfb06,2016-03-30
air_877f79706adbfb06_2016-03-31,14,86,air_877f79706adbfb06,2016-03-31
air_877f79706adbfb06_2016-04-01,10,43,air_877f79706adbfb06,2016-04-01
air_877f79706adbfb06_2016-04-02,5,0,air_877f79706adbfb06,2016-04-02
air_877f79706adbfb06_2016-04-04,13,45,air_877f79706adbfb06,2016-04-04
air_877f79706adbfb06_2016-04-05,11,7,air_877f79706adbfb06,2016-04-05
air_877f79706adbfb06_2016-04-06,15,29,air_877f79706adbfb06,2016-04-06
air_877f79706adbfb06_2016-04-07,12,29,air_877f79706adbfb06,2016-04-07
air_877f79706adbfb06_2016-04-08,11,4,air_877f79706adbfb06,2016-04-08
air_877f79706adbfb06_2016-04-09,6,5,air_877f79706adbfb06,2016-04-09
air_877f79706adbfb06_2016-04-11,13,46,air_877f79706adbfb06,2016-04-11
air_877f79706adbfb06_2016-04-12,12,22,air_877f79706adbfb06,2016-04-12
air_877f79706adbfb06_2016-04-13,11,54,air_877f79706adbfb06,2016-04-13
air_877f79706adbfb06_2016-04-14,7,12,air_877f79706adbfb06,2016-04-14
air_877f79706adbfb06_2016-04-15,18,28,air_877f79706adbfb06,2016-04-15
air_877f79706adbfb06_2016-04-16,6,0,air_877f79706adbfb06,2016-04-16
air_877f79706adbfb06_2016-04-18,13,17,air_877f79706adbfb06,2016-04-18
air_877f79706adbfb06_2016-04-19,7,0,air_877f79706adbfb06,2016-04-19
air_877f79706adbfb06_2016-04-20,10,38,air_877f79706adbfb06,2016-04-20
air_877f79706adbfb06_2016-04-21,15,32,air_877f79706adbfb06,2016-04-21
air_877f79706adbfb06_2016-04-22,19,62,air_877f79706adbfb06,2016-04-22
air_877f79706adbfb06_2016-04-23,12,47,air_877f79706adbfb06,2016-04-23
air_877f79706adbfb06_2016-04-25,11,36,air_877f79706adbfb06,2016-04-25
