id,visitors,year,month,day,dow,holiday_flg,min_visitors,mean_visitors,median_visitors,max_visitors,count_observations,air_genre_name,air_area_name,latitude,longitude
air_6ced51c24fb54262_2017-05-11,20,2017,5,11,3,0,1.0,6.731707317000001,6.0,17.0,41.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-12,20,2017,5,12,4,0,1.0,14.0,14.0,28.0,42.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-13,20,2017,5,13,5,0,1.0,5.628571429,5.0,15.0,35.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-14,20,2017,5,14,6,0,1.0,3.230769231,3.0,9.0,13.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-15,20,2017,5,15,0,0,1.0,6.029411765,5.5,17.0,34.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-16,20,2017,5,16,1,0,1.0,7.897435897,8.0,19.0,39.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-17,20,2017,5,17,2,0,1.0,8.225,7.0,29.0,40.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-18,20,2017,5,18,3,0,1.0,6.731707317000001,6.0,17.0,41.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-19,20,2017,5,19,4,0,1.0,14.0,14.0,28.0,42.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-20,20,2017,5,20,5,0,1.0,5.628571429,5.0,15.0,35.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-21,20,2017,5,21,6,0,1.0,3.230769231,3.0,9.0,13.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-22,20,2017,5,22,0,0,1.0,6.029411765,5.5,17.0,34.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-23,20,2017,5,23,1,0,1.0,7.897435897,8.0,19.0,39.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-24,20,2017,5,24,2,0,1.0,8.225,7.0,29.0,40.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-25,20,2017,5,25,3,0,1.0,6.731707317000001,6.0,17.0,41.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-26,20,2017,5,26,4,0,1.0,14.0,14.0,28.0,42.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-27,20,2017,5,27,5,0,1.0,5.628571429,5.0,15.0,35.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-28,20,2017,5,28,6,0,1.0,3.230769231,3.0,9.0,13.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-29,20,2017,5,29,0,0,1.0,6.029411765,5.5,17.0,34.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-30,20,2017,5,30,1,0,1.0,7.897435897,8.0,19.0,39.0,7,101,34.705361700000005,135.51002519999997
air_6ced51c24fb54262_2017-05-31,20,2017,5,31,2,0,1.0,8.225,7.0,29.0,40.0,7,101,34.705361700000005,135.51002519999997
air_6d64dba2edd4fc0c_2017-04-23,20,2017,4,23,6,0,2.0,13.15789474,13.0,28.0,38.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-04-24,20,2017,4,24,0,0,,,,,,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-04-25,20,2017,4,25,1,0,1.0,6.142857143,4.5,16.0,28.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-04-26,20,2017,4,26,2,0,1.0,7.947368421,6.5,23.0,38.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-04-27,20,2017,4,27,3,0,2.0,9.228571429,9.0,28.0,35.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-04-28,20,2017,4,28,4,0,1.0,8.057142857,7.0,26.0,35.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-04-29,20,2017,4,29,5,1,1.0,8.804878049,9.0,24.0,41.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-04-30,20,2017,4,30,6,0,2.0,13.15789474,13.0,28.0,38.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-01,20,2017,5,1,0,0,,,,,,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-02,20,2017,5,2,1,0,1.0,6.142857143,4.5,16.0,28.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-03,20,2017,5,3,2,1,1.0,7.947368421,6.5,23.0,38.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-04,20,2017,5,4,3,1,2.0,9.228571429,9.0,28.0,35.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-05,20,2017,5,5,4,1,1.0,8.057142857,7.0,26.0,35.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-06,20,2017,5,6,5,0,1.0,8.804878049,9.0,24.0,41.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-07,20,2017,5,7,6,0,2.0,13.15789474,13.0,28.0,38.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-08,20,2017,5,8,0,0,,,,,,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-09,20,2017,5,9,1,0,1.0,6.142857143,4.5,16.0,28.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-10,20,2017,5,10,2,0,1.0,7.947368421,6.5,23.0,38.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-11,20,2017,5,11,3,0,2.0,9.228571429,9.0,28.0,35.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-12,20,2017,5,12,4,0,1.0,8.057142857,7.0,26.0,35.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-13,20,2017,5,13,5,0,1.0,8.804878049,9.0,24.0,41.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-14,20,2017,5,14,6,0,2.0,13.15789474,13.0,28.0,38.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-15,20,2017,5,15,0,0,,,,,,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-16,20,2017,5,16,1,0,1.0,6.142857143,4.5,16.0,28.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-17,20,2017,5,17,2,0,1.0,7.947368421,6.5,23.0,38.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-18,20,2017,5,18,3,0,2.0,9.228571429,9.0,28.0,35.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-19,20,2017,5,19,4,0,1.0,8.057142857,7.0,26.0,35.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-20,20,2017,5,20,5,0,1.0,8.804878049,9.0,24.0,41.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-21,20,2017,5,21,6,0,2.0,13.15789474,13.0,28.0,38.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-22,20,2017,5,22,0,0,,,,,,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-23,20,2017,5,23,1,0,1.0,6.142857143,4.5,16.0,28.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-24,20,2017,5,24,2,0,1.0,7.947368421,6.5,23.0,38.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-25,20,2017,5,25,3,0,2.0,9.228571429,9.0,28.0,35.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-26,20,2017,5,26,4,0,1.0,8.057142857,7.0,26.0,35.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-27,20,2017,5,27,5,0,1.0,8.804878049,9.0,24.0,41.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-28,20,2017,5,28,6,0,2.0,13.15789474,13.0,28.0,38.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-29,20,2017,5,29,0,0,,,,,,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-30,20,2017,5,30,1,0,1.0,6.142857143,4.5,16.0,28.0,4,40,35.7756644,139.80447880000003
air_6d64dba2edd4fc0c_2017-05-31,20,2017,5,31,2,0,1.0,7.947368421,6.5,23.0,38.0,4,40,35.7756644,139.80447880000003
air_6d65542aa43b598b_2017-04-23,20,2017,4,23,6,0,11.0,32.49230769,32.0,49.0,65.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-04-24,20,2017,4,24,0,0,9.0,25.125,25.5,43.0,16.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-04-25,20,2017,4,25,1,0,10.0,24.765625,24.0,45.0,64.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-04-26,20,2017,4,26,2,0,11.0,26.42424242,26.5,40.0,66.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-04-27,20,2017,4,27,3,0,9.0,23.61818182,24.0,42.0,55.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-04-28,20,2017,4,28,4,0,10.0,27.29411765,27.5,45.0,68.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-04-29,20,2017,4,29,5,1,24.0,38.02985075,38.0,55.0,67.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-04-30,20,2017,4,30,6,0,11.0,32.49230769,32.0,49.0,65.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-01,20,2017,5,1,0,0,9.0,25.125,25.5,43.0,16.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-02,20,2017,5,2,1,0,10.0,24.765625,24.0,45.0,64.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-03,20,2017,5,3,2,1,11.0,26.42424242,26.5,40.0,66.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-04,20,2017,5,4,3,1,9.0,23.61818182,24.0,42.0,55.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-05,20,2017,5,5,4,1,10.0,27.29411765,27.5,45.0,68.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-06,20,2017,5,6,5,0,24.0,38.02985075,38.0,55.0,67.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-07,20,2017,5,7,6,0,11.0,32.49230769,32.0,49.0,65.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-08,20,2017,5,8,0,0,9.0,25.125,25.5,43.0,16.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-09,20,2017,5,9,1,0,10.0,24.765625,24.0,45.0,64.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-10,20,2017,5,10,2,0,11.0,26.42424242,26.5,40.0,66.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-11,20,2017,5,11,3,0,9.0,23.61818182,24.0,42.0,55.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-12,20,2017,5,12,4,0,10.0,27.29411765,27.5,45.0,68.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-13,20,2017,5,13,5,0,24.0,38.02985075,38.0,55.0,67.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-14,20,2017,5,14,6,0,11.0,32.49230769,32.0,49.0,65.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-15,20,2017,5,15,0,0,9.0,25.125,25.5,43.0,16.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-16,20,2017,5,16,1,0,10.0,24.765625,24.0,45.0,64.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-17,20,2017,5,17,2,0,11.0,26.42424242,26.5,40.0,66.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-18,20,2017,5,18,3,0,9.0,23.61818182,24.0,42.0,55.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-19,20,2017,5,19,4,0,10.0,27.29411765,27.5,45.0,68.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-20,20,2017,5,20,5,0,24.0,38.02985075,38.0,55.0,67.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-21,20,2017,5,21,6,0,11.0,32.49230769,32.0,49.0,65.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-22,20,2017,5,22,0,0,9.0,25.125,25.5,43.0,16.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-23,20,2017,5,23,1,0,10.0,24.765625,24.0,45.0,64.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-24,20,2017,5,24,2,0,11.0,26.42424242,26.5,40.0,66.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-25,20,2017,5,25,3,0,9.0,23.61818182,24.0,42.0,55.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-26,20,2017,5,26,4,0,10.0,27.29411765,27.5,45.0,68.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-27,20,2017,5,27,5,0,24.0,38.02985075,38.0,55.0,67.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-28,20,2017,5,28,6,0,11.0,32.49230769,32.0,49.0,65.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-29,20,2017,5,29,0,0,9.0,25.125,25.5,43.0,16.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-30,20,2017,5,30,1,0,10.0,24.765625,24.0,45.0,64.0,6,37,34.7108955,137.7259397
air_6d65542aa43b598b_2017-05-31,20,2017,5,31,2,0,11.0,26.42424242,26.5,40.0,66.0,6,37,34.7108955,137.7259397
air_6d65dd11d96e00fb_2017-04-23,20,2017,4,23,6,0,1.0,7.923076922999999,6.0,25.0,13.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-04-24,20,2017,4,24,0,0,1.0,1.4,1.0,3.0,5.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-04-25,20,2017,4,25,1,0,1.0,7.166666667,5.0,97.0,54.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-04-26,20,2017,4,26,2,0,1.0,7.103448276,6.0,39.0,58.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-04-27,20,2017,4,27,3,0,2.0,8.508196721000001,8.0,31.0,61.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-04-28,20,2017,4,28,4,0,1.0,6.714285714,6.0,22.0,56.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-04-29,20,2017,4,29,5,1,1.0,9.096153846,8.0,21.0,52.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-04-30,20,2017,4,30,6,0,1.0,7.923076922999999,6.0,25.0,13.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-01,20,2017,5,1,0,0,1.0,1.4,1.0,3.0,5.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-02,20,2017,5,2,1,0,1.0,7.166666667,5.0,97.0,54.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-03,20,2017,5,3,2,1,1.0,7.103448276,6.0,39.0,58.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-04,20,2017,5,4,3,1,2.0,8.508196721000001,8.0,31.0,61.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-05,20,2017,5,5,4,1,1.0,6.714285714,6.0,22.0,56.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-06,20,2017,5,6,5,0,1.0,9.096153846,8.0,21.0,52.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-07,20,2017,5,7,6,0,1.0,7.923076922999999,6.0,25.0,13.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-08,20,2017,5,8,0,0,1.0,1.4,1.0,3.0,5.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-09,20,2017,5,9,1,0,1.0,7.166666667,5.0,97.0,54.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-10,20,2017,5,10,2,0,1.0,7.103448276,6.0,39.0,58.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-11,20,2017,5,11,3,0,2.0,8.508196721000001,8.0,31.0,61.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-12,20,2017,5,12,4,0,1.0,6.714285714,6.0,22.0,56.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-13,20,2017,5,13,5,0,1.0,9.096153846,8.0,21.0,52.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-14,20,2017,5,14,6,0,1.0,7.923076922999999,6.0,25.0,13.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-15,20,2017,5,15,0,0,1.0,1.4,1.0,3.0,5.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-16,20,2017,5,16,1,0,1.0,7.166666667,5.0,97.0,54.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-17,20,2017,5,17,2,0,1.0,7.103448276,6.0,39.0,58.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-18,20,2017,5,18,3,0,2.0,8.508196721000001,8.0,31.0,61.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-19,20,2017,5,19,4,0,1.0,6.714285714,6.0,22.0,56.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-20,20,2017,5,20,5,0,1.0,9.096153846,8.0,21.0,52.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-21,20,2017,5,21,6,0,1.0,7.923076922999999,6.0,25.0,13.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-22,20,2017,5,22,0,0,1.0,1.4,1.0,3.0,5.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-23,20,2017,5,23,1,0,1.0,7.166666667,5.0,97.0,54.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-24,20,2017,5,24,2,0,1.0,7.103448276,6.0,39.0,58.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-25,20,2017,5,25,3,0,2.0,8.508196721000001,8.0,31.0,61.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-26,20,2017,5,26,4,0,1.0,6.714285714,6.0,22.0,56.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-27,20,2017,5,27,5,0,1.0,9.096153846,8.0,21.0,52.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-28,20,2017,5,28,6,0,1.0,7.923076922999999,6.0,25.0,13.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-29,20,2017,5,29,0,0,1.0,1.4,1.0,3.0,5.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-30,20,2017,5,30,1,0,1.0,7.166666667,5.0,97.0,54.0,2,19,42.9941431,143.1979595
air_6d65dd11d96e00fb_2017-05-31,20,2017,5,31,2,0,1.0,7.103448276,6.0,39.0,58.0,2,19,42.9941431,143.1979595
air_6e06824d0934dd81_2017-04-23,20,2017,4,23,6,0,12.0,26.515625,26.0,58.0,64.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-04-24,20,2017,4,24,0,0,13.0,23.71428571,23.0,45.0,7.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-04-25,20,2017,4,25,1,0,1.0,18.0,14.0,43.0,4.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-04-26,20,2017,4,26,2,0,7.0,18.38095238,18.0,35.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-04-27,20,2017,4,27,3,0,7.0,17.11111111,17.0,40.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-04-28,20,2017,4,28,4,0,6.0,17.095238100000003,16.0,37.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-04-29,20,2017,4,29,5,1,12.0,25.5,24.0,56.0,66.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-04-30,20,2017,4,30,6,0,12.0,26.515625,26.0,58.0,64.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-01,20,2017,5,1,0,0,13.0,23.71428571,23.0,45.0,7.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-02,20,2017,5,2,1,0,1.0,18.0,14.0,43.0,4.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-03,20,2017,5,3,2,1,7.0,18.38095238,18.0,35.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-04,20,2017,5,4,3,1,7.0,17.11111111,17.0,40.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-05,20,2017,5,5,4,1,6.0,17.095238100000003,16.0,37.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-06,20,2017,5,6,5,0,12.0,25.5,24.0,56.0,66.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-07,20,2017,5,7,6,0,12.0,26.515625,26.0,58.0,64.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-08,20,2017,5,8,0,0,13.0,23.71428571,23.0,45.0,7.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-09,20,2017,5,9,1,0,1.0,18.0,14.0,43.0,4.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-10,20,2017,5,10,2,0,7.0,18.38095238,18.0,35.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-11,20,2017,5,11,3,0,7.0,17.11111111,17.0,40.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-12,20,2017,5,12,4,0,6.0,17.095238100000003,16.0,37.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-13,20,2017,5,13,5,0,12.0,25.5,24.0,56.0,66.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-14,20,2017,5,14,6,0,12.0,26.515625,26.0,58.0,64.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-15,20,2017,5,15,0,0,13.0,23.71428571,23.0,45.0,7.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-16,20,2017,5,16,1,0,1.0,18.0,14.0,43.0,4.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-17,20,2017,5,17,2,0,7.0,18.38095238,18.0,35.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-18,20,2017,5,18,3,0,7.0,17.11111111,17.0,40.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-19,20,2017,5,19,4,0,6.0,17.095238100000003,16.0,37.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-20,20,2017,5,20,5,0,12.0,25.5,24.0,56.0,66.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-21,20,2017,5,21,6,0,12.0,26.515625,26.0,58.0,64.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-22,20,2017,5,22,0,0,13.0,23.71428571,23.0,45.0,7.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-23,20,2017,5,23,1,0,1.0,18.0,14.0,43.0,4.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-24,20,2017,5,24,2,0,7.0,18.38095238,18.0,35.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-25,20,2017,5,25,3,0,7.0,17.11111111,17.0,40.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-26,20,2017,5,26,4,0,6.0,17.095238100000003,16.0,37.0,63.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-27,20,2017,5,27,5,0,12.0,25.5,24.0,56.0,66.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-28,20,2017,5,28,6,0,12.0,26.515625,26.0,58.0,64.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-29,20,2017,5,29,0,0,13.0,23.71428571,23.0,45.0,7.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-30,20,2017,5,30,1,0,1.0,18.0,14.0,43.0,4.0,2,82,35.712607,139.7799956
air_6e06824d0934dd81_2017-05-31,20,2017,5,31,2,0,7.0,18.38095238,18.0,35.0,63.0,2,82,35.712607,139.7799956
air_6e3fd96320d24324_2017-04-23,20,2017,4,23,6,0,1.0,10.31818182,6.0,43.0,44.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-04-24,20,2017,4,24,0,0,1.0,8.518518519,6.0,34.0,54.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-04-25,20,2017,4,25,1,0,1.0,10.84126984,8.0,43.0,63.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-04-26,20,2017,4,26,2,0,1.0,11.04761905,10.0,33.0,63.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-04-27,20,2017,4,27,3,0,1.0,11.43548387,9.5,44.0,62.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-04-28,20,2017,4,28,4,0,1.0,15.22222222,13.0,38.0,63.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-04-29,20,2017,4,29,5,1,1.0,16.63636364,13.5,50.0,66.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-04-30,20,2017,4,30,6,0,1.0,10.31818182,6.0,43.0,44.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-05-01,20,2017,5,1,0,0,1.0,8.518518519,6.0,34.0,54.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-05-02,20,2017,5,2,1,0,1.0,10.84126984,8.0,43.0,63.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-05-03,20,2017,5,3,2,1,1.0,11.04761905,10.0,33.0,63.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-05-04,20,2017,5,4,3,1,1.0,11.43548387,9.5,44.0,62.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-05-05,20,2017,5,5,4,1,1.0,15.22222222,13.0,38.0,63.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-05-06,20,2017,5,6,5,0,1.0,16.63636364,13.5,50.0,66.0,7,14,34.48589929999999,133.36231270000002
air_6e3fd96320d24324_2017-05-07,20,2017,5,7,6,0,1.0,10.31818182,6.0,43.0,44.0,7,14,34.48589929999999,133.36231270000002
