id,visitors,calendar_date,air_store_id,dow,year,month,min_visitors,mean_visitors,median_visitors,max_visitors,count_observations,air_genre_name,air_area_name,latitude,longitude
air_848616680ef061bd_2017-05-15,20,5/15/2017,air_848616680ef061bd,0,2017,5,9,24.92857143,23.5,45,42,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-16,20,5/16/2017,air_848616680ef061bd,1,2017,5,11,24.87804878,24,47,41,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-17,20,5/17/2017,air_848616680ef061bd,2,2017,5,10,24.34146341,24,38,41,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-18,20,5/18/2017,air_848616680ef061bd,3,2017,5,12,22.47619048,21,45,42,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-19,20,5/19/2017,air_848616680ef061bd,4,2017,5,13,25.58139535,26,61,43,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-20,20,5/20/2017,air_848616680ef061bd,5,2017,5,19,39.51162791,37,127,43,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-21,20,5/21/2017,air_848616680ef061bd,6,2017,5,19,40.31707317,37,75,41,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-22,20,5/22/2017,air_848616680ef061bd,0,2017,5,9,24.92857143,23.5,45,42,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-23,20,5/23/2017,air_848616680ef061bd,1,2017,5,11,24.87804878,24,47,41,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-24,20,5/24/2017,air_848616680ef061bd,2,2017,5,10,24.34146341,24,38,41,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-25,20,5/25/2017,air_848616680ef061bd,3,2017,5,12,22.47619048,21,45,42,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-26,20,5/26/2017,air_848616680ef061bd,4,2017,5,13,25.58139535,26,61,43,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-27,20,5/27/2017,air_848616680ef061bd,5,2017,5,19,39.51162791,37,127,43,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-28,20,5/28/2017,air_848616680ef061bd,6,2017,5,19,40.31707317,37,75,41,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-29,20,5/29/2017,air_848616680ef061bd,0,2017,5,9,24.92857143,23.5,45,42,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-30,20,5/30/2017,air_848616680ef061bd,1,2017,5,11,24.87804878,24,47,41,2,79,35.6995657,139.6364379
air_848616680ef061bd_2017-05-31,20,5/31/2017,air_848616680ef061bd,2,2017,5,10,24.34146341,24,38,41,2,79,35.6995657,139.6364379
air_84f6876ff7e83ae7_2017-04-23,20,4/23/2017,air_84f6876ff7e83ae7,6,2017,4,5,21.68292683,21,40,41,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-04-24,20,4/24/2017,air_84f6876ff7e83ae7,0,2017,4,15,21.33333333,21,26,6,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-04-25,20,4/25/2017,air_84f6876ff7e83ae7,1,2017,4,2,15.42857143,14,35,35,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-04-26,20,4/26/2017,air_84f6876ff7e83ae7,2,2017,4,3,17.90243902,17,35,41,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-04-27,20,4/27/2017,air_84f6876ff7e83ae7,3,2017,4,2,13.42857143,12,34,42,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-04-28,20,4/28/2017,air_84f6876ff7e83ae7,4,2017,4,7,25.53488372,27,42,43,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-04-29,20,4/29/2017,air_84f6876ff7e83ae7,5,2017,4,3,25.26190476,25,44,42,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-04-30,20,4/30/2017,air_84f6876ff7e83ae7,6,2017,4,5,21.68292683,21,40,41,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-01,20,5/1/2017,air_84f6876ff7e83ae7,0,2017,5,15,21.33333333,21,26,6,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-02,20,5/2/2017,air_84f6876ff7e83ae7,1,2017,5,2,15.42857143,14,35,35,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-03,20,5/3/2017,air_84f6876ff7e83ae7,2,2017,5,3,17.90243902,17,35,41,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-04,20,5/4/2017,air_84f6876ff7e83ae7,3,2017,5,2,13.42857143,12,34,42,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-05,20,5/5/2017,air_84f6876ff7e83ae7,4,2017,5,7,25.53488372,27,42,43,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-06,20,5/6/2017,air_84f6876ff7e83ae7,5,2017,5,3,25.26190476,25,44,42,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-07,20,5/7/2017,air_84f6876ff7e83ae7,6,2017,5,5,21.68292683,21,40,41,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-08,20,5/8/2017,air_84f6876ff7e83ae7,0,2017,5,15,21.33333333,21,26,6,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-09,20,5/9/2017,air_84f6876ff7e83ae7,1,2017,5,2,15.42857143,14,35,35,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-10,20,5/10/2017,air_84f6876ff7e83ae7,2,2017,5,3,17.90243902,17,35,41,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-11,20,5/11/2017,air_84f6876ff7e83ae7,3,2017,5,2,13.42857143,12,34,42,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-12,20,5/12/2017,air_84f6876ff7e83ae7,4,2017,5,7,25.53488372,27,42,43,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-13,20,5/13/2017,air_84f6876ff7e83ae7,5,2017,5,3,25.26190476,25,44,42,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-14,20,5/14/2017,air_84f6876ff7e83ae7,6,2017,5,5,21.68292683,21,40,41,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-15,20,5/15/2017,air_84f6876ff7e83ae7,0,2017,5,15,21.33333333,21,26,6,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-16,20,5/16/2017,air_84f6876ff7e83ae7,1,2017,5,2,15.42857143,14,35,35,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-17,20,5/17/2017,air_84f6876ff7e83ae7,2,2017,5,3,17.90243902,17,35,41,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-18,20,5/18/2017,air_84f6876ff7e83ae7,3,2017,5,2,13.42857143,12,34,42,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-19,20,5/19/2017,air_84f6876ff7e83ae7,4,2017,5,7,25.53488372,27,42,43,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-20,20,5/20/2017,air_84f6876ff7e83ae7,5,2017,5,3,25.26190476,25,44,42,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-21,20,5/21/2017,air_84f6876ff7e83ae7,6,2017,5,5,21.68292683,21,40,41,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-22,20,5/22/2017,air_84f6876ff7e83ae7,0,2017,5,15,21.33333333,21,26,6,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-23,20,5/23/2017,air_84f6876ff7e83ae7,1,2017,5,2,15.42857143,14,35,35,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-24,20,5/24/2017,air_84f6876ff7e83ae7,2,2017,5,3,17.90243902,17,35,41,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-25,20,5/25/2017,air_84f6876ff7e83ae7,3,2017,5,2,13.42857143,12,34,42,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-26,20,5/26/2017,air_84f6876ff7e83ae7,4,2017,5,7,25.53488372,27,42,43,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-27,20,5/27/2017,air_84f6876ff7e83ae7,5,2017,5,3,25.26190476,25,44,42,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-28,20,5/28/2017,air_84f6876ff7e83ae7,6,2017,5,5,21.68292683,21,40,41,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-29,20,5/29/2017,air_84f6876ff7e83ae7,0,2017,5,15,21.33333333,21,26,6,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-30,20,5/30/2017,air_84f6876ff7e83ae7,1,2017,5,2,15.42857143,14,35,35,8,1,33.5913576,130.4148783
air_84f6876ff7e83ae7_2017-05-31,20,5/31/2017,air_84f6876ff7e83ae7,2,2017,5,3,17.90243902,17,35,41,8,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-04-23,20,4/23/2017,air_8523d6a70de49e6c,6,2017,4,6,34.88095238,35.5,62,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-04-24,20,4/24/2017,air_8523d6a70de49e6c,0,2017,4,8,30.02439024,28,65,41,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-04-25,20,4/25/2017,air_8523d6a70de49e6c,1,2017,4,7,33.075,32,50,40,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-04-26,20,4/26/2017,air_8523d6a70de49e6c,2,2017,4,9,32.71428571,27,66,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-04-27,20,4/27/2017,air_8523d6a70de49e6c,3,2017,4,2,29.85714286,29.5,69,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-04-28,20,4/28/2017,air_8523d6a70de49e6c,4,2017,4,7,44.27906977,43,80,43,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-04-29,20,4/29/2017,air_8523d6a70de49e6c,5,2017,4,24,51.33333333,46,107,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-04-30,20,4/30/2017,air_8523d6a70de49e6c,6,2017,4,6,34.88095238,35.5,62,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-01,20,5/1/2017,air_8523d6a70de49e6c,0,2017,5,8,30.02439024,28,65,41,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-02,20,5/2/2017,air_8523d6a70de49e6c,1,2017,5,7,33.075,32,50,40,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-03,20,5/3/2017,air_8523d6a70de49e6c,2,2017,5,9,32.71428571,27,66,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-04,20,5/4/2017,air_8523d6a70de49e6c,3,2017,5,2,29.85714286,29.5,69,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-05,20,5/5/2017,air_8523d6a70de49e6c,4,2017,5,7,44.27906977,43,80,43,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-06,20,5/6/2017,air_8523d6a70de49e6c,5,2017,5,24,51.33333333,46,107,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-07,20,5/7/2017,air_8523d6a70de49e6c,6,2017,5,6,34.88095238,35.5,62,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-08,20,5/8/2017,air_8523d6a70de49e6c,0,2017,5,8,30.02439024,28,65,41,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-09,20,5/9/2017,air_8523d6a70de49e6c,1,2017,5,7,33.075,32,50,40,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-10,20,5/10/2017,air_8523d6a70de49e6c,2,2017,5,9,32.71428571,27,66,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-11,20,5/11/2017,air_8523d6a70de49e6c,3,2017,5,2,29.85714286,29.5,69,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-12,20,5/12/2017,air_8523d6a70de49e6c,4,2017,5,7,44.27906977,43,80,43,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-13,20,5/13/2017,air_8523d6a70de49e6c,5,2017,5,24,51.33333333,46,107,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-14,20,5/14/2017,air_8523d6a70de49e6c,6,2017,5,6,34.88095238,35.5,62,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-15,20,5/15/2017,air_8523d6a70de49e6c,0,2017,5,8,30.02439024,28,65,41,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-16,20,5/16/2017,air_8523d6a70de49e6c,1,2017,5,7,33.075,32,50,40,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-17,20,5/17/2017,air_8523d6a70de49e6c,2,2017,5,9,32.71428571,27,66,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-18,20,5/18/2017,air_8523d6a70de49e6c,3,2017,5,2,29.85714286,29.5,69,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-19,20,5/19/2017,air_8523d6a70de49e6c,4,2017,5,7,44.27906977,43,80,43,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-20,20,5/20/2017,air_8523d6a70de49e6c,5,2017,5,24,51.33333333,46,107,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-21,20,5/21/2017,air_8523d6a70de49e6c,6,2017,5,6,34.88095238,35.5,62,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-22,20,5/22/2017,air_8523d6a70de49e6c,0,2017,5,8,30.02439024,28,65,41,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-23,20,5/23/2017,air_8523d6a70de49e6c,1,2017,5,7,33.075,32,50,40,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-24,20,5/24/2017,air_8523d6a70de49e6c,2,2017,5,9,32.71428571,27,66,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-25,20,5/25/2017,air_8523d6a70de49e6c,3,2017,5,2,29.85714286,29.5,69,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-26,20,5/26/2017,air_8523d6a70de49e6c,4,2017,5,7,44.27906977,43,80,43,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-27,20,5/27/2017,air_8523d6a70de49e6c,5,2017,5,24,51.33333333,46,107,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-28,20,5/28/2017,air_8523d6a70de49e6c,6,2017,5,6,34.88095238,35.5,62,42,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-29,20,5/29/2017,air_8523d6a70de49e6c,0,2017,5,8,30.02439024,28,65,41,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-30,20,5/30/2017,air_8523d6a70de49e6c,1,2017,5,7,33.075,32,50,40,7,1,33.5913576,130.4148783
air_8523d6a70de49e6c_2017-05-31,20,5/31/2017,air_8523d6a70de49e6c,2,2017,5,9,32.71428571,27,66,42,7,1,33.5913576,130.4148783
air_859feab8e3c9f98d_2017-04-23,20,4/23/2017,air_859feab8e3c9f98d,6,2017,4,11,25.02702703,25,37,37,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-04-24,20,4/24/2017,air_859feab8e3c9f98d,0,2017,4,1,16.53846154,15,37,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-04-25,20,4/25/2017,air_859feab8e3c9f98d,1,2017,4,2,14.94594595,15,32,37,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-04-26,20,4/26/2017,air_859feab8e3c9f98d,2,2017,4,3,9.5,9.5,16,2,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-04-27,20,4/27/2017,air_859feab8e3c9f98d,3,2017,4,5,14.875,15,31,40,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-04-28,20,4/28/2017,air_859feab8e3c9f98d,4,2017,4,4,15.64102564,17,25,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-04-29,20,4/29/2017,air_859feab8e3c9f98d,5,2017,4,10,24.94871795,23,54,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-04-30,20,4/30/2017,air_859feab8e3c9f98d,6,2017,4,11,25.02702703,25,37,37,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-01,20,5/1/2017,air_859feab8e3c9f98d,0,2017,5,1,16.53846154,15,37,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-02,20,5/2/2017,air_859feab8e3c9f98d,1,2017,5,2,14.94594595,15,32,37,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-03,20,5/3/2017,air_859feab8e3c9f98d,2,2017,5,3,9.5,9.5,16,2,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-04,20,5/4/2017,air_859feab8e3c9f98d,3,2017,5,5,14.875,15,31,40,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-05,20,5/5/2017,air_859feab8e3c9f98d,4,2017,5,4,15.64102564,17,25,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-06,20,5/6/2017,air_859feab8e3c9f98d,5,2017,5,10,24.94871795,23,54,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-07,20,5/7/2017,air_859feab8e3c9f98d,6,2017,5,11,25.02702703,25,37,37,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-08,20,5/8/2017,air_859feab8e3c9f98d,0,2017,5,1,16.53846154,15,37,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-09,20,5/9/2017,air_859feab8e3c9f98d,1,2017,5,2,14.94594595,15,32,37,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-10,20,5/10/2017,air_859feab8e3c9f98d,2,2017,5,3,9.5,9.5,16,2,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-11,20,5/11/2017,air_859feab8e3c9f98d,3,2017,5,5,14.875,15,31,40,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-12,20,5/12/2017,air_859feab8e3c9f98d,4,2017,5,4,15.64102564,17,25,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-13,20,5/13/2017,air_859feab8e3c9f98d,5,2017,5,10,24.94871795,23,54,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-14,20,5/14/2017,air_859feab8e3c9f98d,6,2017,5,11,25.02702703,25,37,37,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-15,20,5/15/2017,air_859feab8e3c9f98d,0,2017,5,1,16.53846154,15,37,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-16,20,5/16/2017,air_859feab8e3c9f98d,1,2017,5,2,14.94594595,15,32,37,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-17,20,5/17/2017,air_859feab8e3c9f98d,2,2017,5,3,9.5,9.5,16,2,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-18,20,5/18/2017,air_859feab8e3c9f98d,3,2017,5,5,14.875,15,31,40,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-19,20,5/19/2017,air_859feab8e3c9f98d,4,2017,5,4,15.64102564,17,25,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-20,20,5/20/2017,air_859feab8e3c9f98d,5,2017,5,10,24.94871795,23,54,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-21,20,5/21/2017,air_859feab8e3c9f98d,6,2017,5,11,25.02702703,25,37,37,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-22,20,5/22/2017,air_859feab8e3c9f98d,0,2017,5,1,16.53846154,15,37,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-23,20,5/23/2017,air_859feab8e3c9f98d,1,2017,5,2,14.94594595,15,32,37,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-24,20,5/24/2017,air_859feab8e3c9f98d,2,2017,5,3,9.5,9.5,16,2,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-25,20,5/25/2017,air_859feab8e3c9f98d,3,2017,5,5,14.875,15,31,40,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-26,20,5/26/2017,air_859feab8e3c9f98d,4,2017,5,4,15.64102564,17,25,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-27,20,5/27/2017,air_859feab8e3c9f98d,5,2017,5,10,24.94871795,23,54,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-28,20,5/28/2017,air_859feab8e3c9f98d,6,2017,5,11,25.02702703,25,37,37,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-29,20,5/29/2017,air_859feab8e3c9f98d,0,2017,5,1,16.53846154,15,37,39,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-30,20,5/30/2017,air_859feab8e3c9f98d,1,2017,5,2,14.94594595,15,32,37,2,70,35.6465721,139.6532473
air_859feab8e3c9f98d_2017-05-31,20,5/31/2017,air_859feab8e3c9f98d,2,2017,5,3,9.5,9.5,16,2,2,70,35.6465721,139.6532473
air_85bd13a49370c392_2017-04-23,20,4/23/2017,air_85bd13a49370c392,6,2017,4,4,11.3,11,19,40,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-04-24,20,4/24/2017,air_85bd13a49370c392,0,2017,4,2,8.282051282,7,18,39,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-04-25,20,4/25/2017,air_85bd13a49370c392,1,2017,4,3,10.375,9.5,21,40,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-04-26,20,4/26/2017,air_85bd13a49370c392,2,2017,4,3,11.02380952,11,21,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-04-27,20,4/27/2017,air_85bd13a49370c392,3,2017,4,3,10.52380952,9.5,22,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-04-28,20,4/28/2017,air_85bd13a49370c392,4,2017,4,2,10.64285714,10.5,23,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-04-29,20,4/29/2017,air_85bd13a49370c392,5,2017,4,5,13.95238095,13,26,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-04-30,20,4/30/2017,air_85bd13a49370c392,6,2017,4,4,11.3,11,19,40,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-01,20,5/1/2017,air_85bd13a49370c392,0,2017,5,2,8.282051282,7,18,39,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-02,20,5/2/2017,air_85bd13a49370c392,1,2017,5,3,10.375,9.5,21,40,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-03,20,5/3/2017,air_85bd13a49370c392,2,2017,5,3,11.02380952,11,21,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-04,20,5/4/2017,air_85bd13a49370c392,3,2017,5,3,10.52380952,9.5,22,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-05,20,5/5/2017,air_85bd13a49370c392,4,2017,5,2,10.64285714,10.5,23,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-06,20,5/6/2017,air_85bd13a49370c392,5,2017,5,5,13.95238095,13,26,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-07,20,5/7/2017,air_85bd13a49370c392,6,2017,5,4,11.3,11,19,40,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-08,20,5/8/2017,air_85bd13a49370c392,0,2017,5,2,8.282051282,7,18,39,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-09,20,5/9/2017,air_85bd13a49370c392,1,2017,5,3,10.375,9.5,21,40,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-10,20,5/10/2017,air_85bd13a49370c392,2,2017,5,3,11.02380952,11,21,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-11,20,5/11/2017,air_85bd13a49370c392,3,2017,5,3,10.52380952,9.5,22,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-12,20,5/12/2017,air_85bd13a49370c392,4,2017,5,2,10.64285714,10.5,23,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-13,20,5/13/2017,air_85bd13a49370c392,5,2017,5,5,13.95238095,13,26,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-14,20,5/14/2017,air_85bd13a49370c392,6,2017,5,4,11.3,11,19,40,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-15,20,5/15/2017,air_85bd13a49370c392,0,2017,5,2,8.282051282,7,18,39,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-16,20,5/16/2017,air_85bd13a49370c392,1,2017,5,3,10.375,9.5,21,40,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-17,20,5/17/2017,air_85bd13a49370c392,2,2017,5,3,11.02380952,11,21,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-18,20,5/18/2017,air_85bd13a49370c392,3,2017,5,3,10.52380952,9.5,22,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-19,20,5/19/2017,air_85bd13a49370c392,4,2017,5,2,10.64285714,10.5,23,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-20,20,5/20/2017,air_85bd13a49370c392,5,2017,5,5,13.95238095,13,26,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-21,20,5/21/2017,air_85bd13a49370c392,6,2017,5,4,11.3,11,19,40,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-22,20,5/22/2017,air_85bd13a49370c392,0,2017,5,2,8.282051282,7,18,39,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-23,20,5/23/2017,air_85bd13a49370c392,1,2017,5,3,10.375,9.5,21,40,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-24,20,5/24/2017,air_85bd13a49370c392,2,2017,5,3,11.02380952,11,21,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-25,20,5/25/2017,air_85bd13a49370c392,3,2017,5,3,10.52380952,9.5,22,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-26,20,5/26/2017,air_85bd13a49370c392,4,2017,5,2,10.64285714,10.5,23,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-27,20,5/27/2017,air_85bd13a49370c392,5,2017,5,5,13.95238095,13,26,42,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-28,20,5/28/2017,air_85bd13a49370c392,6,2017,5,4,11.3,11,19,40,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-29,20,5/29/2017,air_85bd13a49370c392,0,2017,5,2,8.282051282,7,18,39,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-30,20,5/30/2017,air_85bd13a49370c392,1,2017,5,3,10.375,9.5,21,40,1,1,33.5913576,130.4148783
air_85bd13a49370c392_2017-05-31,20,5/31/2017,air_85bd13a49370c392,2,2017,5,3,11.02380952,11,21,42,1,1,33.5913576,130.4148783
air_86cfbf2624576fad_2017-04-23,20,4/23/2017,air_86cfbf2624576fad,6,2017,4,1,5.9,2,31,20,7,62,35.6580681,139.7515992
